workspace_id,account_id,signup_date,hosting_type,signup_source,telemetry_enabled,owner_email_domain,is_active,churned_month
ws_000138,,2025-06-25,cloud,Template library,1,gmail.com,1,
ws_000139,,2024-03-26,cloud,YouTube / Tutorials,1,yahoo.com,1,
ws_000140,001A005653,2026-06-25,cloud,GitHub / Docs,1,granworks.eu,1,
ws_000141,001A007123,2025-11-10,self_hosted_community,Direct,1,lyrapoint.eu,1,
ws_000142,001A008184,2024-01-05,self_hosted_community,GitHub / Docs,1,kestdata.co,0,2025-01-01
ws_000143,001A006243,2026-03-18,cloud,YouTube / Tutorials,1,oriosys.com,1,
ws_000144,001A004139,2025-08-02,self_hosted_business,YouTube / Tutorials,1,validata.io,1,
ws_000145,,2025-07-19,self_hosted_community,Template library,0,outlook.com,1,
ws_000146,001A002155,2024-05-12,cloud,Referral,1,kestpath.eu,0,2025-05-01
ws_000147,001A002036,2026-03-19,cloud,Paid search,1,talalabs.de,1,
ws_000148,,2026-02-10,self_hosted_business,Direct,1,outlook.com,1,
ws_000149,001A004979,2026-09-06,cloud,Direct,1,deltacore.com,1,
ws_000150,,2024-08-07,cloud,GitHub / Docs,1,icloud.com,0,2025-02-01
ws_000151,001A000310,2026-08-02,cloud,GitHub / Docs,1,nordworks.net,1,
ws_000152,001A002998,2025-10-19,self_hosted_community,Organic search,1,boreaflow.eu,1,
ws_000153,001A002709,2024-05-11,cloud,Organic search,1,halocore.de,0,2026-05-01
ws_000154,001A004127,2026-04-26,cloud,GitHub / Docs,1,talawave.co,0,2026-05-01
ws_000155,001A006181,2025-08-26,cloud,YouTube / Tutorials,1,talalogic.com,0,2025-11-01
ws_000156,,2024-07-09,self_hosted_community,Community forum,1,proton.me,1,
ws_000157,001A003556,2024-09-18,self_hosted_business,Template library,1,zephcore.eu,0,2026-06-01
ws_000158,001A006973,2026-09-01,self_hosted_community,GitHub / Docs,1,nordworks.com,1,
ws_000159,,2026-02-11,self_hosted_community,Organic search,1,icloud.com,1,
ws_000160,,2026-09-10,cloud,Direct,1,proton.me,1,
ws_000161,,2026-05-11,cloud,Template library,1,outlook.com,1,
ws_000162,001A006337,2026-01-05,self_hosted_community,Organic search,0,cobalvik.eu,0,2026-02-01
ws_000163,001A004483,2024-08-17,self_hosted_community,GitHub / Docs,0,opalstack.io,0,2024-09-01
ws_000164,001A008703,2025-09-01,cloud,Paid search,1,lyrapoint.com,0,2026-01-01
ws_000165,001A006877,2025-02-27,cloud,Template library,1,runevik.de,1,
ws_000166,001A006449,2024-10-25,cloud,Community forum,1,halomark.co,0,2025-12-01
ws_000167,,2025-10-09,self_hosted_community,Paid search,1,yahoo.com,0,2026-02-01
ws_000168,001A000798,2025-04-02,self_hosted_community,Community forum,0,yaralogic.eu,1,
ws_000169,001A003898,2026-09-12,cloud,Organic search,1,brambridge.co,1,
ws_000170,001A005968,2024-03-10,self_hosted_community,Community forum,0,halonet.net,1,
ws_000171,001A001454,2024-03-28,cloud,Template library,1,fjelmark.com,0,2024-04-01
ws_000172,001A003812,2026-01-28,cloud,GitHub / Docs,1,straworks.eu,0,2026-04-01
ws_000173,001A003124,2024-07-16,cloud,Organic search,1,opalfield.co,1,
ws_000174,,2025-12-20,cloud,Organic search,1,proton.me,0,2026-08-01
ws_000175,,2026-06-14,cloud,Organic search,1,outlook.com,0,2026-08-01
ws_000176,001A007637,2024-09-06,self_hosted_business,Organic search,1,grangrid.io,1,
ws_000177,,2024-06-19,cloud,GitHub / Docs,1,outlook.com,0,2024-10-01
ws_000178,001A004619,2026-09-15,self_hosted_community,GitHub / Docs,1,xenogrid.io,1,
ws_000179,001A003679,2026-07-22,cloud,Paid search,1,vextech.net,1,
ws_000180,001A005350,2025-02-06,cloud,Organic search,1,boreadata.eu,0,2025-10-01
ws_000181,001A008869,2025-10-11,cloud,GitHub / Docs,1,quartech.eu,1,
ws_000182,001A006865,2024-10-02,cloud,GitHub / Docs,1,strabridge.eu,0,2026-06-01
ws_000183,001A003800,2026-06-24,cloud,Paid search,1,lumocore.de,1,
ws_000184,001A004943,2024-12-12,cloud,GitHub / Docs,1,coballine.com,1,
ws_000185,001A003246,2026-06-07,cloud,GitHub / Docs,1,solvflow.co,1,
ws_000186,,2025-02-27,cloud,GitHub / Docs,1,proton.me,0,2025-06-01
ws_000187,001A004003,2024-08-03,self_hosted_community,Template library,1,sellaline.net,0,2024-10-01
ws_000188,001A005181,2025-01-14,cloud,GitHub / Docs,1,gransys.net,0,2025-08-01
ws_000189,001A000748,2025-11-16,cloud,Community forum,1,bramlogic.com,0,2026-01-01
ws_000190,001A003054,2026-07-14,cloud,GitHub / Docs,1,terndata.de,1,
ws_000191,001A007791,2024-04-17,cloud,Community forum,1,halologic.co,0,2025-03-01
ws_000192,,2024-10-18,self_hosted_community,YouTube / Tutorials,1,outlook.com,1,
ws_000193,001A000675,2025-12-09,self_hosted_community,Direct,0,nexavik.de,0,2026-07-01
ws_000194,001A006539,2024-07-23,self_hosted_community,Community forum,1,astervik.de,1,
ws_000195,,2025-06-08,cloud,Template library,1,icloud.com,0,2025-07-01
ws_000196,001A004494,2025-06-15,self_hosted_community,Organic search,0,lyracore.com,0,2026-06-01
ws_000197,001A007360,2025-10-14,self_hosted_business,Organic search,1,umbradata.co,1,
ws_000198,,2026-04-07,cloud,GitHub / Docs,1,icloud.com,0,2026-06-01
ws_000199,,2025-02-14,self_hosted_community,Organic search,0,yahoo.com,1,
ws_000200,001A000374,2025-05-27,self_hosted_community,GitHub / Docs,1,runewave.net,0,2025-12-01
ws_000201,001A000624,2025-08-23,cloud,Organic search,1,lumowave.com,1,
ws_000202,001A000279,2025-07-04,self_hosted_community,Organic search,1,kestdata.eu,0,2025-12-01
ws_000203,001A004249,2026-04-18,self_hosted_community,GitHub / Docs,1,altomark.eu,1,
ws_000204,001A006693,2024-04-08,self_hosted_community,Template library,0,evodata.net,0,2026-04-01
ws_000205,,2024-10-24,self_hosted_community,Community forum,1,yahoo.com,0,2025-02-01
ws_000206,001A008421,2024-09-20,cloud,YouTube / Tutorials,1,sellaflow.io,0,2024-12-01
ws_000207,001A008669,2025-11-20,cloud,Direct,1,miralabs.io,1,
ws_000208,001A007678,2024-07-25,cloud,Direct,1,xenoflow.eu,0,2024-12-01
ws_000209,001A000242,2024-06-07,self_hosted_community,Direct,1,mirawave.co,0,2025-04-01
ws_000210,001A005419,2026-05-22,cloud,Organic search,1,miranet.net,1,
ws_000211,001A008677,2026-09-21,cloud,Community forum,1,lumogrid.de,1,
ws_000212,,2024-03-28,cloud,GitHub / Docs,1,proton.me,0,2024-07-01
ws_000213,001A007022,2024-11-07,cloud,Organic search,1,brammark.com,1,
ws_000214,,2025-10-17,self_hosted_community,Referral,1,proton.me,1,
ws_000215,001A003662,2026-08-17,cloud,Referral,1,altocore.io,1,
ws_000216,,2025-10-11,self_hosted_community,GitHub / Docs,0,outlook.com,0,2025-11-01
ws_000217,001A008754,2025-07-07,cloud,GitHub / Docs,1,nordlogic.de,0,2026-03-01
ws_000218,001A000952,2026-06-14,self_hosted_business,Direct,1,zephvik.de,1,
ws_000219,001A000220,2026-05-15,cloud,GitHub / Docs,1,wendcore.co,0,2026-08-01
ws_000220,001A008905,2026-05-08,cloud,Template library,1,cirabridge.de,0,2026-09-01
ws_000221,001A003545,2025-02-11,cloud,YouTube / Tutorials,1,cirapath.de,0,2025-08-01
ws_000222,001A003031,2026-02-19,self_hosted_business,YouTube / Tutorials,1,boreaflow.eu,1,
ws_000223,001A000093,2024-11-15,self_hosted_community,Organic search,1,solvline.co,1,
ws_000224,001A003365,2025-09-27,cloud,YouTube / Tutorials,1,yarafield.de,1,
ws_000225,001A004860,2026-06-14,cloud,Direct,1,iventech.net,0,2026-07-01
ws_000226,001A000245,2026-05-20,self_hosted_community,Template library,0,altologic.com,1,
ws_000227,,2025-12-12,self_hosted_community,GitHub / Docs,1,icloud.com,1,
ws_000228,001A003844,2026-05-11,cloud,GitHub / Docs,1,orioline.io,1,
ws_000229,,2024-06-22,cloud,Referral,1,yahoo.com,0,2024-10-01
ws_000230,001A000967,2026-06-05,cloud,Referral,1,lyrasys.co,1,
ws_000231,001A002322,2026-05-22,self_hosted_community,GitHub / Docs,1,ternsys.eu,1,
ws_000232,001A004308,2026-04-22,cloud,Organic search,1,briowave.net,1,
ws_000233,,2024-10-12,self_hosted_community,Template library,1,outlook.com,1,
ws_000234,001A000266,2025-01-16,self_hosted_business,Paid search,1,runeflow.co,0,2025-05-01
ws_000235,,2025-01-24,cloud,Organic search,1,gmail.com,0,2025-08-01
ws_000236,001A003826,2026-03-26,cloud,GitHub / Docs,1,cobalbridge.io,1,
ws_000237,001A007749,2025-03-11,cloud,YouTube / Tutorials,1,briologic.com,0,2025-04-01
ws_000238,001A004395,2024-09-28,self_hosted_community,GitHub / Docs,1,valipath.net,0,2025-03-01
ws_000239,001A008302,2025-12-17,cloud,Organic search,1,opalbridge.com,1,
ws_000240,001A002278,2025-06-05,cloud,GitHub / Docs,1,talapath.net,0,2025-10-01
ws_000241,,2025-10-04,cloud,GitHub / Docs,1,yahoo.com,0,2026-03-01
ws_000242,001A003450,2026-04-05,self_hosted_community,Paid search,1,stralogic.de,0,2026-09-01
ws_000243,001A003126,2025-01-24,self_hosted_business,GitHub / Docs,1,cobalware.net,0,2025-07-01
ws_000244,001A001934,2026-08-19,cloud,Paid search,1,xenodata.eu,1,
ws_000245,001A002734,2026-04-05,self_hosted_community,Paid search,0,quarpoint.de,1,
ws_000246,,2026-06-08,self_hosted_community,Organic search,0,icloud.com,1,
ws_000247,001A003290,2025-08-18,cloud,Referral,1,piraworks.net,1,
ws_000248,,2025-12-11,cloud,Template library,1,yahoo.com,1,
ws_000249,001A008277,2026-05-27,cloud,Organic search,1,lyraline.co,1,
ws_000250,,2024-04-11,self_hosted_community,Referral,1,icloud.com,0,2025-08-01
ws_000251,001A003119,2025-06-10,cloud,GitHub / Docs,1,bramstack.co,1,
ws_000252,001A005267,2024-08-03,self_hosted_community,Direct,1,deltagrid.co,0,2025-07-01
ws_000253,,2026-05-06,cloud,GitHub / Docs,1,gmail.com,0,2026-06-01
ws_000254,001A006247,2026-09-14,cloud,Template library,1,lyracore.eu,1,
ws_000255,,2026-08-16,cloud,Organic search,1,proton.me,1,
ws_000256,001A002736,2026-08-19,cloud,Organic search,1,ivenware.net,0,2026-09-01
ws_000257,001A008729,2025-07-24,cloud,Organic search,1,xenodata.io,1,
ws_000258,001A005853,2025-11-09,cloud,Paid search,1,solvfield.com,1,
ws_000259,001A001993,2025-07-25,cloud,Direct,1,brampath.co,0,2026-02-01
ws_000260,001A002307,2025-06-16,cloud,Paid search,1,astermark.net,0,2025-12-01
ws_000261,001A007950,2024-02-07,cloud,Organic search,1,xenowave.io,0,2024-04-01
ws_000262,001A007194,2026-01-24,self_hosted_community,Paid search,1,ciranet.de,1,
ws_000263,001A007236,2026-06-28,self_hosted_community,Template library,1,runenet.eu,1,
ws_000264,001A007641,2025-07-18,cloud,Paid search,1,altoline.net,0,2026-03-01
ws_000265,,2026-07-17,self_hosted_community,YouTube / Tutorials,1,icloud.com,1,
ws_000266,,2025-09-13,cloud,Organic search,1,yahoo.com,1,
ws_000267,001A007191,2026-02-18,cloud,Direct,1,ternline.com,0,2026-06-01
ws_000268,,2024-02-26,cloud,Template library,1,yahoo.com,0,2026-05-01
ws_000269,001A008873,2026-01-07,self_hosted_community,Organic search,1,deltalabs.de,1,
ws_000270,001A007924,2025-04-20,self_hosted_community,Direct,1,evowave.de,0,2025-06-01
ws_000271,001A003824,2026-05-10,self_hosted_business,Paid search,1,evomark.de,1,
ws_000272,001A008932,2024-01-28,cloud,Organic search,1,ivenbridge.de,1,
ws_000273,001A006657,2024-08-04,cloud,Template library,1,sellalabs.com,0,2024-09-01
ws_000274,,2026-06-02,self_hosted_community,YouTube / Tutorials,0,proton.me,0,2026-08-01
ws_000275,001A004847,2025-09-21,self_hosted_community,Organic search,1,runeworks.com,1,
ws_000276,001A007717,2025-03-07,self_hosted_community,Organic search,1,wendnet.io,1,
ws_000277,,2024-02-10,cloud,GitHub / Docs,1,outlook.com,0,2026-03-01
ws_000278,,2025-06-07,cloud,YouTube / Tutorials,1,icloud.com,1,
ws_000279,001A005474,2026-05-18,cloud,GitHub / Docs,1,veralogic.co,0,2026-06-01
ws_000280,001A006785,2025-11-13,cloud,Direct,1,korastack.co,1,
ws_000281,,2024-08-22,cloud,Referral,1,outlook.com,1,
ws_000282,001A007444,2025-06-22,self_hosted_community,Direct,1,runeline.co,1,
ws_000283,,2025-06-17,cloud,Template library,1,icloud.com,1,
ws_000284,001A005784,2024-08-11,cloud,GitHub / Docs,1,xenowave.de,0,2025-01-01
ws_000285,001A007574,2025-06-05,self_hosted_community,Referral,1,evowave.com,1,
ws_000286,001A003637,2024-09-26,self_hosted_community,GitHub / Docs,1,wendware.net,0,2025-04-01
ws_000287,001A004982,2026-03-04,cloud,Community forum,1,sellaworks.com,0,2026-04-01
ws_000288,001A004994,2025-01-28,cloud,GitHub / Docs,1,wendline.eu,0,2025-02-01
ws_000289,001A004661,2025-04-13,self_hosted_business,YouTube / Tutorials,1,koramark.co,1,
ws_000290,001A002030,2024-10-05,cloud,Organic search,1,ciracore.co,1,
ws_000291,001A004667,2026-05-13,cloud,YouTube / Tutorials,1,koratech.de,1,
ws_000292,001A004233,2026-08-04,cloud,Organic search,1,kestlogic.net,1,
ws_000293,,2024-12-10,self_hosted_community,GitHub / Docs,1,proton.me,0,2025-01-01
ws_000294,001A000174,2025-11-28,cloud,YouTube / Tutorials,1,asterware.com,1,
ws_000295,,2026-08-02,cloud,YouTube / Tutorials,1,outlook.com,1,
ws_000296,001A002009,2026-08-22,cloud,GitHub / Docs,1,mosastack.io,1,
ws_000297,001A004289,2024-09-06,cloud,Organic search,1,koratech.co,0,2024-10-01
ws_000298,,2026-01-26,cloud,Organic search,1,yahoo.com,0,2026-02-01
ws_000299,001A001511,2025-10-15,cloud,Paid search,1,grangrid.co,0,2026-04-01
ws_000300,001A004126,2025-08-04,self_hosted_community,Organic search,0,yaravik.io,0,2025-10-01
ws_000301,001A001090,2026-06-27,cloud,GitHub / Docs,1,stratech.eu,1,
ws_000302,001A000098,2024-03-10,self_hosted_community,YouTube / Tutorials,0,piralabs.de,0,2026-05-01
ws_000303,,2026-06-07,cloud,Organic search,1,proton.me,1,
ws_000304,001A007499,2025-02-19,cloud,Organic search,1,lyranet.net,0,2025-12-01
ws_000305,001A000884,2024-10-02,cloud,YouTube / Tutorials,1,lyrastack.com,0,2025-03-01
ws_000306,,2026-02-26,cloud,GitHub / Docs,1,icloud.com,1,
ws_000307,,2026-08-05,cloud,Community forum,1,gmail.com,1,
ws_000308,001A008158,2025-11-04,self_hosted_community,Paid search,1,ternpath.com,0,2026-06-01
ws_000309,,2026-09-17,cloud,GitHub / Docs,1,gmail.com,1,
ws_000310,001A005377,2026-01-27,cloud,Organic search,1,talanet.com,0,2026-03-01
ws_000311,001A004460,2026-01-06,self_hosted_community,Organic search,1,strasys.de,0,2026-07-01
ws_000312,001A003180,2024-12-14,cloud,Direct,1,strawave.com,1,
ws_000313,,2024-10-05,cloud,GitHub / Docs,1,yahoo.com,0,2025-05-01
ws_000314,001A008462,2026-02-18,self_hosted_community,Referral,1,sellafield.de,0,2026-03-01
ws_000315,001A004832,2024-05-24,self_hosted_community,Organic search,0,quarmark.co,0,2024-06-01
ws_000316,,2026-09-15,self_hosted_community,Paid search,1,proton.me,1,
ws_000317,001A005326,2025-03-17,self_hosted_community,Direct,1,nexalogic.co,0,2025-05-01
ws_000318,001A006597,2025-09-14,cloud,YouTube / Tutorials,1,zephstack.io,1,
